"Site","Line","TotalLine","WinOrLose","Fun","ScoreOff","FirstDownOff","ThirdDownPctOff","RushAttOff","RushYdsOff","PassAttOff","PassCompOff","PassYdsOff","PassIntOff","FumblesOff","SackNumOff","SackYdsOff","PenYdsOff","TimePossOff","PuntAvgOff","ScoreDef","FirstDownDef","ThirdDownPctDef","RushAttDef","RushYdsDef","PassAttDef","PassCompDef","PassYdsDef","PassIntDef","FumblesDef","SackNumDef","SackYdsDef","PenYdsDef","TimePossDef"
"H",0,50.5,"LOSE","OKAY",21.9375,19.375,38.25,25.4375,87.25,34.4375,22.8125,230.9375,0.9375,0.8125,2.6875,16.9375,48.5,30.61625,45.1125,23.5625,20.3125,40,26.6875,109.875,34,21.375,239.0625,0.5625,0.75,2.5625,17.0625,55.875,29.00875
"H",-4.5,41.5,"WIN","BORING",15.6875,15.875,24.375,21.25,76.1875,38.0625,21.5,201.625,1.6875,0.8125,2.6875,18.375,49.4375,27.83,45.53125,24.1875,18.8125,34.125,30.4375,128.5,32.25,18.5625,217.3125,1.5,0.5625,2.1875,14.0625,52.0625,31.77
"V",4.5,41.5,"LOSE","BORING",28.6875,20.625,39.375,34,171.1875,26.1875,16.75,206.4375,0.5,0.625,2.375,12.875,56.9375,31.6575,42.875,15.375,18.1875,36.3125,24.625,115,32.9375,19,189.5,1.375,1.0625,2.1875,16.1875,53.8125,28.02625
"H",6.5,43,"LOSE","OKAY",24.5625,20.9375,42.5,21.9375,82.1875,39.6875,27.375,291.625,0.875,0.375,1.5625,11.6875,32.5,30.24125,47.25,21.25,18.625,43.1875,24.5625,109,35.625,22.4375,264.8125,0.875,0.4375,1.6875,12.125,41.1875,29.35875
"V",-2.5,41,"WIN","BORING",23.1875,18.4375,34.8125,28.75,103.9375,36.4375,21.1875,230.0625,0.9375,0.375,2.6875,18.5625,64.5,29.25125,47.4125,22.1875,17.3125,32,27.5625,108.4375,34.375,20.1875,225.9375,0.625,0.625,3.0625,20.6875,60.3125,30.34875
"V",-6.5,44.5,"LOSE","BORING",21.4375,19.6875,36.5625,29.8125,139,33.0625,19.6875,204.125,0.75,1,2.6875,14.6875,64.0625,29.03375,43.925,25,20.9375,41.1875,29.875,127.3125,35.25,19.5,222.5,1,0.375,2.625,14.75,54.75,30.575625
"H",7,42,"LOSE","BORING",23.375,21.5625,46.25,31.0625,137.3125,31.4375,18.375,223.25,0.75,0.5,2.4375,17.625,53.25,31.81375,43.16875,19.125,19,32.875,24.125,98,34.4375,23.0625,210.75,0.875,0.875,2.5,18.875,51.1875,27.81125
"V",1,48,"WIN","BORING",24.0625,18.1875,33.375,27.0625,114.4375,32.125,20.1875,207.875,0.9375,0.6875,2.125,15.1875,46.375,30.195625,42,22.5,18.4375,39.625,27.4375,113.1875,34.1875,20.9375,230.0625,1.1875,1.3125,1.75,13.0625,44.9375,29.404375
"V",-1.5,46,"LOSE","FUN",22.6875,18.25,39.125,28.4375,113.1875,33.6875,20.75,209.5625,0.8125,0.6875,2.6875,12.9375,56.8125,30.796875,45.8,16.75,18.25,34.9375,25.5625,101.375,36.8125,21.75,208.125,1.0625,1,3.0625,21.125,45.875,28.8125
"V",-9.5,45,"WIN","BORING",17.875,18.3125,32,25.0625,100.9375,36.8125,21.5,215.25,1,0.375,3.0625,21.375,61.75,28.784375,42.03125,20.625,20.375,39.25,28.5,106.1875,36.6875,22.3125,215.25,0.75,0.75,2.625,15.4375,55.8125,30.815625
"V",-2.5,55,"LOSE","FUN",27.875,21.3125,42.0625,20.3125,74.4375,40.3125,26.75,290.8125,0.8125,0.6875,2.5625,19.1875,50.8125,29.516875,46,26.1875,22.375,41.625,26.6875,125.1875,37.125,23.875,275.5625,0.6875,0.6875,2.4375,15.25,49.9375,30.108125
"V",6,55.5,"WIN","FUN",36,26.25,49.75,31.625,122.5625,37.6875,26.75,309.5625,0.5625,0.8125,1,6.1875,49.8125,32.075625,NA,19.3125,17.625,27.25,22,74.125,37.375,21.4375,245.5,1.1875,0.3125,3.1875,22.25,59.0625,27.524375
"H",1.5,46,"WIN","FUN",25.0625,23,42.625,24.9375,98.75,43.875,26.3125,299.5625,0.9375,0.9375,1.625,12,56.75,31.456875,44.25,26.6875,19.5625,33.4375,24.875,124.0625,36.25,22.8125,244.75,1.1875,0.3125,1.8125,14.125,47.5,28.143125
"H",9.5,45,"LOSE","OKAY",28.625,21.0625,41.125,28.625,120.5,34.5,22.5625,274,0.5,0.6875,2.75,16.875,49.9375,30.363125,43.38125,21.1875,18.8125,37,25.0625,107.25,35.375,20.25,238.125,0.9375,0.5625,2.875,17.9375,58.125,29.236875
"V",-6,39,"WIN","BORING",21.8125,22.25,34.5625,29.4375,133.6875,38.6875,25,250.5,1.1875,0.4375,2.4375,17.875,65.125,32.2525,46.8,24.5625,17.3125,35.25,26.6875,110.1875,32.0625,17.1875,195.0625,0.625,0.6875,2.5625,15.0625,53.4375,27.3475
"H",-6,55.5,"LOSE","BORING",24.25,21.875,43.5,28.125,117.25,35.4375,20.125,240.5,0.875,0.375,2.375,14.6875,38.9375,30.21875,46.6,20.4375,19.8125,35.625,26.5,133.875,33.625,20.5,234.875,1.0625,0.3125,2.25,12.125,61.75,29.391875
"H",-7,44.5,"WIN","OKAY",14.8125,17.5,30.25,22.125,74.125,39.3125,21.9375,238,1.5625,0.375,3.375,20.1875,58.1875,27.410625,46.81875,29.875,22.6875,41,33.625,142.9375,32,20.6875,227.25,0.6875,0.6875,1.5625,9.5625,39.4375,32.189375
"H",6,39,"LOSE","OKAY",16.1875,16.5625,27,29.125,132.8125,29.6875,16.75,166.8125,0.75,0.625,2.6875,14.75,44.5625,29.736875,45.34375,19.1875,18.6875,34.625,28.625,132.5625,32.9375,18.6875,207.75,0.8125,0.75,2.8125,16.5625,43.25,29.913125
"H",6.5,44.5,"WIN","BORING",18.6875,17.125,37.25,22.9375,90.75,32.3125,19.375,203,0.75,0.625,3.125,18.1875,43.125,27.41875,50.65,20.6875,20.9375,38.5625,28.0625,122.125,36.875,22.25,250.1875,0.5625,0.5,2.5,14.5625,61.875,32.20625
"V",3,43,"WIN","BORING",30.875,24.125,44.625,30.0625,124.5625,39.8125,23.625,267.125,0.625,0.4375,1.875,12.8125,48.125,29.89125,45.96875,18.1875,21,37.875,27.25,115.4375,37.1875,21.9375,248.875,1.3125,1,2.5,16.75,63.375,29.73375
"H",-3,43,"LOSE","BORING",15.75,18.8125,35.375,30.4375,120.125,31.5,18.4375,194.5,1.4375,1.125,3.5625,24.9375,47.9375,30.499375,45.975,23.0625,16.375,34,28.4375,105.5625,32.625,18.4375,196.8125,0.3125,0.625,2.5625,15.25,49.9375,29.16125
"H",2.5,55,"WIN","BORING",21.4375,21.25,38.1875,27.0625,138.3125,36.25,21.4375,242.3125,0.5625,1.1875,2.9375,18.3125,50.25,27.600625,44.66875,31.125,22.3125,47.3125,30.1875,126.75,32.625,21.3125,249.9375,0.4375,0.5,2.25,13.875,61.4375,31.999375
"H",2.5,41,"LOSE","BORING",19.25,18.5,35.4375,24.0625,91.75,35.5625,22.0625,234.125,1.0625,1.25,2.875,18.0625,48.5,30.660625,42.6625,19.6875,16.5625,30.625,26.5625,96.8125,32.25,18.25,183.6875,0.625,0.375,2.0625,10.5,61.4375,28.939375
"V",7,44.5,"LOSE","OKAY",21.625,19.4375,38.875,26.0625,91.0625,33.875,22.5625,231.5,0.6875,0.6875,2.5625,16.0625,46.0625,30.92625,45.3,21.9375,19.9375,39.6875,26.375,110.9375,34,21,231.8125,0.5625,0.625,2.625,17.625,52.5625,28.69875
"V",3,40.5,"LOSE","BORING",24.375,18.3125,33.3125,31.5625,142.5,26.3125,16.3125,198.9375,0.5625,0.625,2.25,13.3125,63,29.894375,48.425,18.5625,18.625,33,26.8125,101.75,36,20.875,208.875,1.125,0.625,2.6875,18.1875,52.125,29.765625
"V",-7,42,"WIN","OKAY",20.625,18.75,30.8125,24.25,94.375,37.75,22.4375,229.75,0.75,0.5,1.875,12.5,61.5,28.551875,45.18125,24.4375,21,40.3125,28.9375,128.625,33.4375,22.5625,242.9375,0.875,0.625,3.1875,18.375,54.875,31.108125
"V",-6.5,43,"WIN","OKAY",20.8125,19.0625,38.125,26.4375,114,37.5625,20.25,242.4375,1.125,0.4375,1.8125,11.5,59.6875,30.273125,44.50625,24.625,20.5625,41.1875,24.375,91.25,38.8125,25.0625,277.25,1,0.5625,2.0625,16.4375,46.9375,29.3775
"H",-3,40.5,"WIN","FUN",21.5,16.25,37.1875,27.5,119.75,30.9375,17.75,188.9375,0.875,0.5,2.6875,16.25,55.5,28.71125,46.0625,23.875,20.5,34.5625,27.5625,120.3125,34.5,21.75,222.0625,1.3125,0.6875,3.0625,20.1875,48.5,30.924375
"H",-1,48,"LOSE","FUN",25.1875,21.3125,39.875,30.125,158.5,31.4375,19.6875,224.25,0.625,0.5625,1.9375,15.875,58.75,30.425,42.13125,24,21,43.625,24.5625,106.875,37.5625,23.625,264.125,1.125,0.5625,2.5,16.5625,45.3125,29.175
"V",-3.5,47,"WIN","BORING",24,18.1875,36.9375,28.5,158.9375,30.875,18.625,175.875,1.0625,0.75,2.25,13.6875,48.5625,27.198125,46.03125,26.6875,23.3125,41.0625,27.625,115.5625,38.8125,25.4375,270,0.9375,0.75,2.5,14.8125,57.875,32.401875
"H",3.5,47,"LOSE","BORING",22.125,18.6875,38.6875,22.4375,94.9375,34.0625,19,232.5,1.625,0.6875,1.9375,13,43.6875,26.9,47.6,27.4375,22.4375,48,31.3125,135.5625,36.0625,23.25,258.4375,0.875,0.875,1.5,9.8125,61.8125,32.7
"V",6.5,38.5,"LOSE","BORING",24.375,21.75,46.375,32.125,136.6875,30.1875,18,221,0.6875,0.4375,2.4375,18.0625,52.5,32.25125,43.79375,18.875,18.8125,32.125,23.5,96.625,34.4375,23,212.4375,0.9375,0.9375,2.75,20.125,52.75,27.37375
"H",-6.5,38.5,"WIN","OKAY",20.5,18.875,37.875,26.625,114.8125,37.6875,20.375,230.625,1.125,0.5,1.9375,13.0625,63,30.528125,44.225,24.375,20.0625,39.5,23.875,87.3125,38.125,24.625,270.75,0.9375,0.625,2.0625,16.4375,49.8125,29.1225
"H",3,46.5,"LOSE","BORING",16.1875,15.9375,24.1875,20.75,70.1875,38.625,21.8125,200,1.75,0.75,2.6875,19.75,45.6875,27.676875,46.15625,25,19.375,37.125,30.75,126.5625,33,19.1875,227.6875,1.375,0.6875,2.1875,14.75,54.25,31.923125
"V",-3,46.5,"WIN","OKAY",25.0625,20.875,43.1875,22.125,80.5,39,27.125,293.625,0.6875,0.4375,1.5,11.1875,37.25,30.1625,46.96875,21.4375,18.6875,42.625,24.3125,106.625,36.3125,22.625,258.625,0.8125,0.375,1.6875,12.25,40.75,29.4375
"V",-10.5,48,"WIN","BORING",20.75,19.25,35.875,30.1875,134.25,32.875,19.3125,201.75,0.75,0.9375,2.875,15.625,63.3125,29.019375,45.46875,24.125,20.8125,38.625,29.75,122.5,35.5,19.3125,221.25,1.125,0.4375,2.625,15.3125,55.1875,30.59
"H",4.5,41.5,"LOSE","BORING",23.3125,18.6875,39.25,28.25,111.75,34.0625,21.375,225.75,0.75,0.6875,2.75,13.4375,58.6875,30.985,45.5375,16.75,18.25,35.25,25.3125,95.75,37.625,21.8125,213.9375,1,0.9375,2.875,20.25,44.625,28.624375
"V",-7,39,"WIN","FUN",17.875,18.1875,31.5625,25.4375,102.6875,36.875,21,207.0625,1.0625,0.375,3.25,22.375,63.6875,28.9075,42.2,21.5,20.6875,40.125,28,103.4375,37.125,22.875,220.25,0.75,0.6875,2.5,15.0625,58.75,30.6925
"V",-3,50.5,"WIN","BORING",27.4375,20.9375,40.875,20.875,77.875,39.375,26.25,283.25,0.6875,0.5625,2.4375,19.25,54.875,29.76125,45.81875,24.5625,22.875,41.75,26.375,124,38.375,24.3125,275.8125,0.8125,0.625,2.5625,16.0625,49.1875,29.86375
"H",11,58,"LOSE","BORING",35.9375,25.875,49.3125,30.3125,112.5,38.875,27.1875,313.3125,0.625,0.875,1.25,7.5,54.125,31.6425,NA,20.875,17.9375,28.5625,22.875,78.5,37.125,21.375,246.25,1.125,0.375,3.25,22.4375,61.375,27.9575
"H",3,50.5,"LOSE","FUN",24.8125,22.75,42.1875,25.125,98.4375,44,25.9375,301.0625,0.875,0.9375,1.5,10.6875,54.8125,31.44625,44.1875,26.875,19.375,33.875,24.8125,119.3125,36.1875,22.75,252.75,1.125,0.25,1.875,14.625,50,28.15375
"V",7.5,47,"LOSE","FUN",27.9375,21.125,42.25,28.4375,120.3125,34.5,22.6875,269.8125,0.5,0.6875,2.6875,16.6875,52.8125,30.690625,42.5625,20.5,18.4375,36.8125,24.75,106.8125,35.625,19.9375,232,0.8125,0.5625,2.875,17.4375,60.4375,28.909375
"H",-14.5,40,"WIN","BORING",14.25,17.5,30,21.9375,75.125,38.5,21.6875,237.75,1.625,0.3125,3.625,21.375,56.1875,26.903125,47.4,29.875,23.125,42.25,34.5,148.6875,31.375,20.6875,233.75,0.6875,0.625,1.5,9.25,41.1875,32.696875
"H",7,39,"LOSE","BORING",16.25,16.75,28,29.75,134.3125,29.6875,16.8125,168.9375,0.6875,0.5625,2.625,13.9375,43.5625,29.770625,45.1,18.5625,18.625,35.625,28.0625,128.4375,32.75,18.75,208.75,0.75,0.8125,3.0625,19.4375,44.5,29.879375
"V",-5.5,45,"WIN","BORING",18.9375,17.5625,36.625,23.3125,97.25,32.8125,19.25,202.8125,0.875,0.6875,3.1875,18.9375,42.625,27.616875,50.225,21.25,20.5,40.0625,28.25,117.625,36.4375,21.9375,242.5625,0.625,0.4375,2.5625,15.125,59.3125,32.008125
"H",-7.5,47,"WIN","BORING",22.8125,17.3125,36.4375,27.875,154.9375,30.9375,17.6875,166.4375,1,0.8125,2.0625,13,49.125,26.701875,45.61875,25.75,23.125,40.25,27.625,108.125,39.875,25.8125,270.9375,0.875,0.8125,2.5625,15,58.25,32.898125
"H",5.5,45,"LOSE","BORING",30.75,23.8125,41.8125,29.375,122,40.0625,23.375,264.3125,0.6875,0.375,2.0625,13.6875,51.875,29.325625,46.325,18.4375,21.0625,37.8125,28.4375,119.875,36.6875,21.25,243.1875,1.3125,0.9375,2.5,16.5,62.4375,30.299375
"H",10.5,48,"LOSE","OKAY",27.875,21.5,41.0625,25,102.5,39.6875,25.875,303.25,1.0625,0.375,1.75,12.25,46.4375,31.001875,48.55625,23.4375,21.1875,36.375,24.6875,130.1875,37.0625,22,262.125,1.25,0.625,2.375,16.1875,46.3125,28.619375
"V",-5.5,49.5,"LOSE","OKAY",21.875,18.375,36.8125,23.25,94.9375,34,18.8125,224,1.5,0.75,2,12.9375,46.3125,27.46625,48.16875,26.4375,21.75,47.5625,29.8125,121.9375,37.625,23.25,254.9375,0.875,0.8125,1.375,9.0625,60.75,32.13375
"V",-4.5,41.5,"WIN","BORING",16,18.875,35.3125,31.625,124.5625,31,17.75,188.8125,1.4375,1.0625,3.5625,24.6875,47,31.065,44.89375,22.9375,16.0625,31.1875,27.75,103,32.875,18.1875,194,0.375,0.5625,2.75,16.125,53.6875,28.595625
"H",-2.5,40.5,"LOSE","BORING",17.625,17.8125,35.6875,25.75,108.625,35.0625,21.25,224.4375,1.125,0.5,2.6875,18.25,60.25,30.248125,47.8875,25.25,19.4375,38.6875,27.5,117.375,32.125,21.25,230.8125,0.6875,0.625,2.125,15.1875,51.125,29.376875
"H",5.5,49.5,"WIN","BORING",20.5625,21.1875,36.6875,27,137.8125,37.125,21.5,243.3125,0.75,1.1875,2.9375,18.4375,48.75,27.3775,44.59375,30.3125,22.1875,45.875,29.5,122.25,33.75,21.6875,252.9375,0.5625,0.5,2.25,14.3125,63.625,32.2225
"V",2.5,40.5,"WIN","OKAY",18.9375,18.1875,35.125,24.0625,90.125,34.625,21.4375,226.6875,1,1.25,2.875,18.125,48.5,30.268125,42.36875,19.625,17.0625,31.375,26.875,96.9375,32.625,18.875,189.9375,0.5625,0.375,2.125,11.125,64.375,29.331875
"V",14.5,40,"LOSE","BORING",25.5,18.375,34.75,32.125,141.125,26.1875,16.25,202.5625,0.5,0.625,2.25,13.375,63.125,30.106875,48.48125,19.25,18.75,33.3125,25.8125,97.625,37.125,21.875,220.3125,1.125,0.6875,2.75,19.5,57.125,29.553125
"V",-11,58,"WIN","BORING",25.625,21.8125,40.125,30.8125,160.125,31.875,19.75,231.25,0.625,0.5625,1.9375,16.125,57.5625,30.75625,42.4625,24.9375,20.625,42.25,24.4375,109.75,36.0625,22.5,257.375,1.0625,0.5,2.375,15.8125,45.375,28.84375
"V",13,43.5,"LOSE","BORING",30.4375,21.125,41.0625,34.1875,171.125,26.5625,17.3125,212.3125,0.4375,0.75,2.4375,14.0625,60.0625,31.650625,42.425,15.9375,18.4375,36.6875,23.75,105.9375,34.3125,20,193.625,1.4375,1.0625,2.5,19.4375,52.6875,28.033125
"H",-13,43.5,"WIN","BORING",20.3125,18.5,30.5,24.1875,91.5625,37.75,22.5625,230.25,0.75,0.625,1.9375,13.1875,63.875,28.510625,44.5875,24.4375,20.9375,37.9375,29.75,129.5625,32.1875,21.625,234.5,0.875,0.625,3.0625,18.1875,56.6875,31.149375
"V",3,42,"WIN","FUN",24.9375,18.5625,40.4375,28.25,111,33.3125,20.9375,228.75,0.75,0.6875,2.5,12.0625,56.3125,30.81,45.6125,15.375,17.9375,33.75,25.1875,97.3125,37.75,21.5625,204.9375,1,0.9375,3.125,22.0625,47.125,28.799375
"H",-3,42,"LOSE","BORING",18.125,18.125,37.625,23.1875,100.9375,33.9375,19.8125,203.1875,1,0.6875,3.4375,21.25,44.5,27.99625,49.4125,22.375,20.3125,39.5,29.25,120.5625,34.4375,21,232.6875,0.625,0.375,2.5,14.5625,58.6875,31.62875
"V",-8,47,"WIN","BORING",24,20.625,42.3125,20.6875,73.0625,41,27.875,294.8125,0.9375,0.4375,1.625,12.4375,38.1875,30.265625,46.53125,22.0625,18.5,41.625,24.6875,113.4375,35.25,22.125,256.6875,0.875,0.375,1.6875,13,40.4375,29.334375
"V",1,42,"WIN","BORING",23.375,18.875,36.25,29.625,105.625,35.875,21.375,235.3125,0.8125,0.375,2.5,17.5625,65.1875,29.699375,46.83125,20.6875,16.6875,32.3125,27.0625,105.9375,33.5,19.8125,220.0625,0.625,0.6875,3.125,20.5625,59.6875,29.900625
"H",-4.5,41,"WIN","OKAY",21.25,19.4375,37.125,30.75,134.875,32.9375,19.125,200.5625,0.8125,1,2.9375,16.5,65.1875,29.126875,45.15,25,20.8125,39.3125,29.375,119.9375,35.9375,19.75,224.5625,1.125,0.4375,2.75,16,56.25,30.4825
"H",8,47,"LOSE","BORING",24.9375,21.75,45.6875,31.5625,137.3125,29.75,18.1875,214.625,0.5625,0.4375,2.5,18.625,54.875,32.1275,44.88125,18.25,18.875,32.375,23.1875,94.6875,35.875,23.6875,219.8125,0.875,0.875,2.5625,18.3125,51.5625,27.4975
"H",-1,42,"LOSE","OKAY",18.5,18.0625,31.4375,24.3125,97.9375,37.4375,21.6875,217.4375,1.0625,0.4375,3.1875,22.25,65.875,28.565,42.61875,22.5625,20.875,41.0625,27.6875,104.625,37.25,23.25,223.1875,0.75,0.625,2.8125,16.5625,59.75,31.035
"H",8.5,50.5,"LOSE","FUN",28.5,20.625,40.4375,21.375,77.6875,39.0625,25.5625,276.625,0.6875,0.5625,2.375,18.6875,53.6875,29.591875,45.7625,25.3125,23.375,40.3125,26.5625,125.25,39.25,24.875,285.1875,0.9375,0.75,2.4375,15.8125,52.0625,30.033125
"H",-1,44,"WIN","FUN",20.125,21.4375,33.3125,28.625,126.9375,37.9375,24.5,249.375,1.1875,0.5,2.625,19.9375,63.875,31.616875,46.8875,24.8125,17.8125,36.5,27.9375,114.625,31.5,17.3125,201.9375,0.5625,0.75,2.4375,14,51.4375,27.983125
"V",1,44,"LOSE","OKAY",25.5,21.1875,42.1875,27.9375,114.125,35.4375,19.8125,235.9375,0.8125,0.4375,2.375,14.9375,39.375,30.226875,46.9375,21.6875,20,34.75,26.1875,130.875,34.875,20.9375,243.5,1.125,0.4375,2.375,12.875,64.125,29.373125
"V",4.5,41,"LOSE","BORING",16.875,16.6875,27.6875,29.6875,135.75,30.125,17.125,170.125,0.625,0.375,2.9375,15.5,43.1875,30.066875,45.4125,17.6875,18.3125,34.4375,27.375,124.3125,33.75,19,212.9375,0.6875,0.8125,3.0625,19.8125,45.5,29.583125
"V",-8.5,50.5,"WIN","BORING",23.4375,17.5,37.375,27.375,151.5,31.1875,18.0625,172,0.875,0.8125,2.0625,12.875,49.8125,26.330625,46.075,27.625,23.4375,42.5,28.625,111.625,39.4375,25.75,274.1875,0.8125,0.75,2.25,13.1875,60.625,33.269375
"H",5.5,43,"LOSE","BORING",29.625,23.1875,39.4375,29.9375,122,39.0625,22.6875,250.5,0.75,0.375,2.25,14.6875,51.4375,29.105625,45.55,19.0625,21.4375,38.875,28.9375,122.9375,37.3125,21.1875,238.5625,1.3125,1,2.75,17.875,59.875,30.519375
"V",5.5,46,"WIN","FUN",29.1875,21.9375,43.5,25.5625,104.125,39.1875,26.125,310,1,0.375,1.9375,12.9375,49.1875,31.490625,48.25625,22.375,20.625,36.375,23.75,121.375,37.625,22,256.5,1.3125,0.6875,2.5625,17.375,47,28.130625
"H",-5.5,46,"LOSE","BORING",16,18.4375,36,31.8125,123.8125,29.9375,17.4375,181.875,1.5,1,3.5625,24.9375,48.5,31.1925,45.15,24.125,16.4375,32.6875,27.25,101.875,33.25,18.5625,205.5,0.4375,0.5,2.6875,15.625,54.5625,28.468125
"H",1,45.5,"WIN","BORING",17.3125,17.6875,36.875,26,112.5,34.5,21,216.5,1.1875,0.5625,2.8125,18.625,61.4375,30.33875,48.13125,25.375,19.625,38.4375,27.3125,113.1875,32.8125,21.6875,233.5625,0.6875,0.5,2.25,15.9375,49.375,29.31125
"V",-1,45.5,"LOSE","BORING",20.1875,20.625,35.875,26.375,127,36.75,21.5625,238.6875,0.8125,1.1875,2.75,17.8125,48.125,26.645,44.575,29.5,21.9375,45,29.875,119,34.5,21.9375,253.3125,0.5625,0.4375,2.1875,14.375,67.1875,32.955
"V",-5.5,43,"WIN","BORING",18.375,17.875,34.5625,23.5625,83.5625,35.375,21.75,228.3125,1.125,1.25,3.125,19.8125,48,30.074375,41.88125,20.1875,16.8125,32.0625,27.9375,103.875,31.625,18.5,184.5,0.6875,0.4375,2.1875,11,63.375,29.550625
"V",0,48.5,"WIN","FUN",22.75,20.0625,40.125,26.4375,93.625,33.375,22.8125,239.5,0.6875,0.625,2.5625,16.25,48.9375,31.348125,45.2,21.875,20.125,39.6875,25.375,107.5,34.5625,21.75,241.6875,0.625,0.625,2.875,19.5625,53.1875,28.276875
"H",14.5,40.5,"LOSE","BORING",29.8125,20.25,40.125,33.9375,165.5625,25.5,16.375,203.25,0.375,0.6875,2.875,17.0625,64.625,31.455,42.225,14.75,18.25,34.25,24.6875,113.1875,33.1875,18.8125,181.625,1.5,1.0625,2.5625,19.3125,52.1875,28.22875
"H",-3,40.5,"WIN","BORING",20.4375,18.875,30.875,25.0625,97.375,37.6875,22.0625,225.25,0.75,0.625,2,12.8125,60.8125,28.919375,44.4,22.5,19.5625,35.4375,28.9375,122.8125,30.9375,20.75,220.125,0.875,0.625,3.5,21.1875,59.25,30.740625
"V",-14.5,40.5,"WIN","BORING",19.0625,18.625,36.75,25,107.625,38.625,21.0625,230.375,1.125,0.5625,2,14.125,61.25,29.76875,43.99375,25.25,20.375,39.75,24.25,86.625,37.9375,24.875,268.625,0.875,0.5,2.0625,16.6875,51.5,29.881875
"V",3,40.5,"LOSE","BORING",20.375,15.875,35.4375,26.625,111.8125,31.4375,17.9375,195.5,0.9375,0.5625,2.75,17.25,60.1875,28.390625,46.2375,23.6875,20.3125,34.0625,28.625,119.5,33.625,20.875,220.8125,1.25,0.625,3.125,19.8125,47.0625,31.245
"H",0,48.5,"LOSE","FUN",25.5,21.6875,39.9375,30.1875,151.625,32.5625,19.75,226.375,0.8125,0.4375,1.9375,16.125,54.4375,30.449375,42.90625,26.0625,21.0625,40.125,25.375,112.4375,36.3125,22.75,258,1.125,0.5625,2.4375,16.25,47.0625,29.150625
"V",-9.5,50.5,"LOSE","OKAY",25.1875,18.375,33.375,27.25,118.25,32.125,20.0625,213.375,0.9375,0.5625,1.875,12.5625,45.75,30.368125,42.2625,23.9375,18.875,39.6875,27.875,118.9375,33.5625,20.8125,229.5,1.125,1.3125,1.6875,12.5,46.5625,29.231875
"H",9.5,50.5,"WIN","BORING",28.8125,21.375,43,29.4375,127.3125,34,22.3125,266.6875,0.5,0.6875,2.625,16.25,58.4375,31.188125,NA,21.1875,18.1875,36.125,24.5625,107,34.8125,19.5,224.875,0.75,0.5625,2.875,17.6875,61.4375,28.411875
"H",-1,48,"LOSE","BORING",23.8125,17.875,37.375,27.875,153.3125,31.3125,18.4375,171.6875,0.875,0.75,2,12.25,50,26.90125,46.04375,27.0625,23.25,41.8125,26.625,103.9375,40.375,26.6875,277.75,0.875,0.75,2.375,14.3125,60.375,32.69875
"V",1,48,"WIN","OKAY",26.625,22.3125,42.8125,31.375,159.3125,32.375,20.1875,234,0.875,0.4375,1.875,15.625,55.0625,31.114375,43.09375,25.875,21.0625,39.9375,24.6875,108,37.125,23.0625,265.875,1.25,0.5625,2.4375,15.8125,49.75,28.485625
"H",3.5,42,"LOSE","OKAY",17.6875,16,25.1875,22.0625,82.3125,36.5,20.625,193.0625,1.75,0.75,2.625,19.3125,45.75,27.49,46.10625,24.3125,19.6875,36.5,29.8125,121.1875,35.625,20.1875,231.5,1.625,0.6875,2.1875,15.25,52.6875,32.11
"H",-3,47,"WIN","BORING",23.4375,20.0625,41.6875,20.3125,70.25,40.5625,27.625,287.375,1.125,0.5,1.5,12.1875,40.9375,29.70375,46.8625,23.375,19.0625,43.3125,25.625,117.5625,35.375,22,252.3125,1,0.375,1.6875,12.875,38.25,29.89625
"H",2,43.5,"LOSE","BORING",22.9375,18.875,36.75,28.625,100.5,36.9375,21.9375,240.1875,0.875,0.4375,2.75,18.75,65.0625,29.5575,46.6875,21.25,16.8125,32.0625,27.125,103.25,33.5,20.0625,224.3125,0.5,0.75,3.25,21.5625,61.1875,30.0425
"V",-2.5,43,"WIN","BORING",20.125,18.8125,35.0625,31.4375,140.0625,32.875,18.5625,194.9375,0.875,0.9375,2.6875,15.375,58.9375,28.92,44.41875,24.125,20.0625,37.125,29,118.5625,35.375,19.5,217.375,1.125,0.4375,2.8125,16.125,54.0625,30.689375
"V",-5.5,42.5,"LOSE","BORING",25.75,22.3125,46.4375,31.9375,137.4375,30.625,18.8125,217.1875,0.6875,0.4375,2.5625,19.0625,52.0625,32.8625,45.5375,18.0625,18.125,33.625,22.4375,90.125,35.125,23.5,221.375,1.0625,0.9375,2.375,17,49.1875,26.7625
"H",-1.5,52,"WIN","FUN",23.6875,18.625,33.375,27.0625,118.9375,33.0625,20.25,217.9375,0.9375,0.5,1.75,10.6875,46.25,30.12125,42.475,23.9375,19.1875,38.8125,28.5625,121.4375,32.6875,20.3125,225.6875,1.125,1.0625,1.875,13,42.3125,29.47875
"V",-2,43.5,"WIN","OKAY",24.25,19.375,40.6875,28.6875,116.4375,34.75,21.625,235.1875,0.9375,0.6875,2.8125,14.3125,57.75,31.135625,45.09375,15.9375,17.5625,32.8125,25.8125,99.0625,36.625,21,204.875,0.875,0.875,3.0625,21.6875,48.375,28.47375
"V",-5.5,53.5,"WIN","BORING",27.8125,21,40.3125,20.375,73.625,40.625,26.5,284.1875,0.75,0.5625,2.375,19.125,51.8125,29.635625,45.9875,25.3125,23.3125,42.0625,26.9375,130.125,39,24.6875,281.8125,0.9375,0.75,2.4375,15.875,51.125,29.989375
